city,product_type,status,request_time,begin_trip_time,begintrip_lat,begintrip_lng,begintrip_address,dropoff_time,dropoff_lat,dropoff_lng,dropoff_address,distance,fare_currency,fare_amount
San Miguel de Allende,UberXL,rider_canceled,2022-04-10T11:53:57.000Z,,,,,,,,"Calz. de la Estación 90, San Miguel de Allende Centro, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.0,Mexican Peso,0.0
Salamanca,uberX,completed,2022-04-08T23:42:38.000Z,2022-04-08T23:51:12.000Z,20.53953,-101.20593,,2022-04-08T23:55:35.000Z,20.54313,-101.20598,"Av Valle de Santiago 2606, Col Predio de la Luz Salamanca, 36780 Salamanca, Guanajuato",0.9,Mexican Peso,41.0
Salamanca,uberX,rider_canceled,2022-04-08T23:28:53.000Z,,20.573515,-101.19641,,,20.57498836517334,-101.20004832744598,"Av Valle de Santiago 2606, Col Predio de la Luz Salamanca, 36780 Salamanca, Guanajuato",0.0,Mexican Peso,0.0
Salamanca,uberX,completed,2022-04-03T23:52:06.000Z,2022-04-03T23:57:45.000Z,20.542973,-101.20492,,2022-04-04T00:02:24.000Z,20.540512,-101.20722,"Calle Francisco Mayagoitia Olmos 112, 36784 Salamanca, Guanajuato",0.61,Mexican Peso,41.0
San Miguel de Allende,uberX,completed,2022-04-03T02:54:04.000Z,2022-04-03T03:02:22.000Z,20.928133,-100.74696,,2022-04-03T03:12:26.000Z,20.91479,-100.74885,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",1.28,Mexican Peso,74.0
San Miguel de Allende,uberX,completed,2022-04-02T03:23:44.000Z,2022-04-02T03:33:48.000Z,20.914951,-100.75894,,2022-04-02T03:38:50.000Z,20.914846,-100.74897,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",0.67,Mexican Peso,62.0
Salamanca,uberX,completed,2022-04-02T00:46:01.000Z,2022-04-02T00:50:07.000Z,20.539568,-101.20594,,2022-04-02T00:55:56.000Z,20.543266,-101.206085,"Av Valle de Santiago 2606, Col Predio de la Luz Salamanca, 36780 Salamanca, Guanajuato",0.9,Mexican Peso,33.0
Salamanca,uberX,rider_canceled,2022-03-28T00:49:48.000Z,,,,,,,,"Calle Francisco Mayagoitia Olmos 120, 36784 Salamanca, Guanajuato",0.0,Mexican Peso,0.0
San Miguel de Allende,uberX,completed,2022-03-27T01:55:20.000Z,2022-03-27T02:01:25.000Z,20.914827,-100.748924,,2022-03-27T02:25:37.000Z,20.914814,-100.748955,"Indio Triste 16, Zona Centro, 37700 San Miguel de Allende, Gto., México",4.23,Mexican Peso,78.68
San Miguel de Allende,uberX,completed,2022-03-26T20:32:04.000Z,2022-03-26T20:48:29.000Z,20.914785,-100.74894,,2022-03-26T21:13:02.000Z,20.915558,-100.744316,"Calle Mesones 83, 37700 San Miguel de Allende, Guanajuato",2.91,Mexican Peso,109.63
